,index,Unnamed: 0,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,dr8_id,P_OTHER
11853,8592,8592,587727180056494176,23:26:40.80,-09:09:59.3,33,0.818,0.0,0.03,0.03,0.121,0.0,0.061,0.759,0.113,0,0,1,278677_4415,0.969
11854,8594,8594,587727180056559719,23:27:25.58,-09:07:54.9,24,0.833,0.0,0.0,0.042,0.042,0.083,0.042,0.833,0.042,0,1,0,278677_5119,1.0
11855,8597,8597,587727180056625248,23:27:57.89,-09:15:45.6,24,0.875,0.0,0.0,0.083,0.042,0.0,0.083,0.785,0.169,0,0,1,278678_2263,1.0
11856,8604,8604,587727180056690866,23:28:46.28,-09:14:50.4,33,0.939,0.0,0.0,0.061,0.0,0.0,0.061,0.893,0.107,0,0,1,278679_1205,1.0
11857,8611,8611,587727180056952956,23:30:54.69,-09:16:34.0,31,0.871,0.0,0.032,0.0,0.097,0.0,0.032,0.716,0.133,0,0,1,278681_1664,0.968
11858,8613,8613,587727180056952976,23:31:09.37,-09:09:06.2,29,0.828,0.0,0.0,0.034,0.138,0.0,0.034,0.672,0.123,0,0,1,278681_3931,1.0
11859,8615,8615,587727180057083979,23:32:13.11,-09:17:25.4,30,0.833,0.0,0.033,0.033,0.1,0.0,0.067,0.833,0.067,0,1,0,278682_1640,0.966
11860,8622,8622,587727180057149605,23:33:06.47,-09:14:33.4,33,0.939,0.03,0.0,0.03,0.0,0.0,0.061,0.872,0.128,0,0,1,278683_2310,0.969
11861,8626,8626,587727180057280611,23:33:55.50,-09:22:27.3,56,0.821,0.0,0.036,0.018,0.125,0.0,0.054,0.746,0.116,0,0,1,278684_14,0.964
11862,8630,8630,587727875843096698,23:34:27.68,-09:09:01.2,63,0.857,0.0,0.048,0.048,0.048,0.0,0.095,0.68,0.256,0,0,1,278684_4341,0.953
11863,8635,8635,587727180057477350,23:35:40.96,-09:20:45.2,24,0.917,0.0,0.0,0.042,0.042,0.0,0.042,0.917,0.042,0,1,0,278685_644,1.001
11864,8638,8638,587727180057542844,23:36:39.12,-09:14:23.3,54,0.852,0.0,0.019,0.074,0.019,0.037,0.093,0.733,0.202,0,1,0,278686_3104,0.982
11865,8641,8641,587727875843358818,23:36:29.26,-09:11:14.4,30,0.833,0.0,0.033,0.1,0.033,0.0,0.133,0.67,0.289,0,0,1,278686_4435,0.966
11866,8644,8644,587727180057673865,23:37:33.50,-09:16:45.7,34,0.882,0.0,0.0,0.029,0.088,0.0,0.029,0.847,0.061,0,1,0,278687_2048,0.999
11867,8645,8645,587727180057542882,23:36:50.64,-09:15:58.5,29,0.931,0.0,0.0,0.069,0.0,0.0,0.069,0.877,0.123,0,1,0,278687_2411,1.0
11868,8646,8646,587727180057673886,23:37:40.40,-09:13:31.0,56,0.875,0.0,0.018,0.107,0.0,0.0,0.125,0.844,0.156,0,0,1,278687_3548,0.982
11869,8649,8649,587727180057739414,23:38:10.52,-09:16:58.8,48,0.917,0.0,0.021,0.062,0.0,0.0,0.083,0.875,0.125,0,1,0,278688_1698,0.979
11870,8650,8650,587727180057673921,23:37:49.77,-09:15:44.0,57,0.912,0.0,0.018,0.035,0.035,0.0,0.053,0.909,0.056,0,1,0,278688_2198,0.982
11871,8651,8651,587727180057673914,23:37:46.28,-09:14:41.0,25,0.92,0.0,0.0,0.08,0.0,0.0,0.08,0.897,0.103,0,1,0,278688_2600,1.0
11872,8653,8653,587727180057935994,23:40:07.01,-09:19:16.5,26,0.885,0.0,0.0,0.115,0.0,0.0,0.115,0.608,0.392,1,0,0,278690_1049,1.0
11873,8655,8655,587727180057935974,23:39:59.44,-09:18:27.7,32,0.812,0.0,0.0,0.094,0.062,0.031,0.094,0.762,0.142,0,1,0,278690_1458,0.999
11874,8658,8658,587727180057936039,23:40:23.06,-09:20:54.2,62,0.823,0.016,0.048,0.048,0.065,0.0,0.113,0.57,0.328,0,0,1,278690_556,0.936
11875,8661,8661,587727180058067148,23:41:13.68,-09:19:11.5,62,0.871,0.0,0.0,0.065,0.065,0.0,0.065,0.87,0.065,0,1,0,278691_1010,1.001
11876,8665,8665,587727875843817603,23:40:51.82,-09:10:02.3,56,0.804,0.0,0.071,0.071,0.054,0.0,0.143,0.748,0.197,0,1,0,278691_3615,0.929
11877,8667,8667,587727875844014157,23:42:29.86,-09:07:44.7,33,0.909,0.0,0.0,0.03,0.061,0.0,0.03,0.909,0.03,0,1,0,278692_4822,1.0
11878,8671,8671,587727875844210838,23:44:34.66,-09:13:02.8,22,0.818,0.0,0.0,0.045,0.091,0.045,0.045,0.818,0.045,0,1,0,278694_2610,0.999
11879,8675,8675,587727180058460364,23:45:19.36,-09:20:19.4,33,0.909,0.0,0.0,0.03,0.061,0.0,0.03,0.909,0.03,0,1,0,278695_583,1.0
11880,8677,8677,587727180058591399,23:46:19.53,-09:21:40.5,26,0.808,0.0,0.077,0.038,0.077,0.0,0.115,0.574,0.311,0,0,1,278696_188,0.923
11881,8680,8680,587727180058591359,23:46:02.32,-09:21:17.9,57,0.807,0.0,0.0,0.14,0.035,0.018,0.14,0.621,0.312,0,0,1,278696_317,1.0
11882,8682,8682,587727875844341930,23:46:00.89,-09:08:47.9,20,0.95,0.0,0.0,0.05,0.0,0.0,0.05,0.806,0.194,0,0,1,278696_3827,1.0
11883,8683,8683,587727875844472892,23:46:40.26,-09:07:54.1,31,0.806,0.0,0.032,0.032,0.129,0.0,0.065,0.768,0.1,0,1,0,278696_4125,0.967
11884,8695,8695,587727875844669527,23:48:57.02,-09:08:23.0,32,0.844,0.094,0.0,0.062,0.0,0.0,0.156,0.844,0.156,0,1,0,278699_3854,0.906
11885,8700,8700,587727875844931691,23:51:22.15,-09:11:49.9,37,0.865,0.0,0.108,0.0,0.027,0.0,0.108,0.722,0.245,0,0,1,278701_3189,0.892
11886,8701,8701,587727875844931721,23:51:04.31,-09:11:22.2,70,0.843,0.0,0.0,0.029,0.114,0.014,0.029,0.843,0.029,0,1,0,278701_3330,1.0
11887,8710,8710,587727227300151504,23:54:45.09,-09:08:04.0,66,0.864,0.015,0.0,0.061,0.061,0.0,0.076,0.832,0.107,0,0,1,278704_5054,0.986
11888,8717,8717,587727180059639919,23:55:53.17,-09:21:31.2,80,0.812,0.0,0.025,0.05,0.112,0.0,0.075,0.622,0.216,0,0,1,278705_313,0.974
11889,8720,8720,587727227300216956,23:55:10.46,-09:09:20.2,33,0.939,0.0,0.0,0.0,0.061,0.0,0.0,0.939,0.0,0,1,0,278705_4226,1.0
11890,8722,8722,587727180059508917,23:54:57.93,-09:20:53.6,63,0.825,0.0,0.016,0.063,0.095,0.0,0.079,0.825,0.08,0,0,1,278705_512,0.983
11891,8725,8725,587727180059574398,23:55:13.14,-09:19:47.4,52,0.846,0.019,0.019,0.077,0.038,0.0,0.115,0.846,0.115,0,1,0,278705_820,0.961
11892,8738,8738,587727227300479054,23:57:26.45,-09:09:17.7,28,0.857,0.071,0.0,0.036,0.036,0.0,0.107,0.505,0.417,0,0,1,278707_4384,0.929
11893,8745,8745,587727227300675757,23:59:40.96,-09:18:52.8,73,0.822,0.041,0.0,0.11,0.027,0.0,0.151,0.622,0.343,0,0,1,278709_832,0.959
11894,8750,8750,587727180597035118,00:00:42.47,-08:56:05.8,32,0.812,0.0,0.062,0.125,0.0,0.0,0.188,0.779,0.221,0,0,1,278710_3860,0.937
11895,8754,8754,587727227837743210,00:01:21.06,-08:54:52.2,52,0.808,0.0,0.038,0.077,0.077,0.0,0.115,0.599,0.294,0,0,1,278711_3945,0.962
11896,8760,8760,587727227837939829,00:03:17.79,-08:52:32.8,68,0.897,0.0,0.0,0.029,0.074,0.0,0.029,0.819,0.093,0,0,1,278713_5750,1.0
11897,8773,8773,587727180597624973,00:06:07.05,-08:56:22.2,32,0.969,0.0,0.0,0.0,0.031,0.0,0.0,0.969,0.0,0,1,0,278716_3981,1.0
11898,8774,8774,587727227838267555,00:06:22.17,-08:55:51.0,28,0.964,0.0,0.0,0.0,0.036,0.0,0.0,0.964,0.0,0,1,0,278716_4172,1.0
11899,8778,8778,587727180597756037,00:07:24.16,-09:03:13.3,50,0.84,0.0,0.08,0.02,0.06,0.0,0.1,0.535,0.35,0,0,1,278717_1434,0.92
11900,8779,8779,587727180597821503,00:07:50.44,-08:58:29.9,38,0.816,0.026,0.0,0.026,0.132,0.0,0.053,0.742,0.113,0,0,1,278717_3250,0.974
11901,8786,8786,587727180597887069,00:08:52.92,-09:05:15.1,26,0.808,0.0,0.0,0.038,0.115,0.038,0.038,0.799,0.047,0,1,0,278718_756,0.999
11902,8787,8787,587727180598083713,00:10:18.52,-09:03:28.3,66,0.939,0.0,0.0,0.0,0.061,0.0,0.0,0.939,0.0,0,1,0,278720_1208,1.0
11903,8802,8802,587727227839119492,00:14:12.84,-08:53:35.3,37,0.892,0.0,0.0,0.0,0.108,0.0,0.0,0.892,0.0,0,1,0,278724_4692,1.0
11904,8806,8806,587727180598739012,00:16:26.86,-09:03:37.5,51,0.804,0.02,0.039,0.039,0.098,0.0,0.098,0.718,0.176,0,0,1,278726_1295,0.941
11905,8807,8807,587727180598673479,00:16:12.73,-09:03:26.7,27,0.963,0.0,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0,1,0,278726_1364,1.0
11906,8809,8809,587727180598804578,00:17:09.40,-08:58:20.0,37,0.865,0.0,0.054,0.027,0.054,0.0,0.081,0.734,0.2,0,0,1,278726_3139,0.946
11907,8811,8811,587727180598739014,00:16:26.91,-09:05:48.8,38,0.842,0.0,0.0,0.079,0.079,0.0,0.079,0.54,0.301,0,0,1,278726_561,1.0
11908,8823,8823,587727227839512722,00:17:42.15,-08:53:05.0,39,0.846,0.0,0.0,0.051,0.103,0.0,0.051,0.75,0.129,0,0,1,278727_5463,1.0
11909,8830,8830,587727180599066724,00:19:38.77,-09:01:19.1,40,0.975,0.0,0.0,0.0,0.025,0.0,0.0,0.975,0.0,0,1,0,278729_2094,1.0
11910,8831,8831,587727180599066732,00:19:40.24,-08:59:22.3,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278729_2693,1.0
11911,8834,8834,587727180599132320,00:20:17.07,-09:01:29.6,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278730_1749,1.0
11912,8843,8843,587727227839971449,00:21:53.37,-08:54:25.5,45,0.822,0.0,0.0,0.111,0.044,0.022,0.111,0.571,0.324,0,0,1,278731_3854,0.999
11913,8846,8846,587727180599328875,00:22:19.73,-09:02:44.1,24,0.875,0.0,0.0,0.083,0.042,0.0,0.083,0.766,0.186,0,0,1,278732_1449,1.0
11914,8848,8848,587727180599394441,00:22:53.29,-08:59:56.6,50,0.98,0.02,0.0,0.0,0.0,0.0,0.02,0.98,0.02,0,1,0,278732_2163,0.98
11915,8851,8851,587727227840037016,00:22:37.35,-08:56:14.5,39,0.872,0.0,0.0,0.051,0.077,0.0,0.051,0.796,0.119,0,0,1,278732_3604,1.0
11916,8854,8854,587727180599394403,00:22:33.35,-09:05:06.3,30,0.933,0.0,0.0,0.033,0.033,0.0,0.033,0.933,0.033,0,1,0,278732_653,0.999
11917,8858,8858,587727180599722121,00:25:54.90,-09:00:42.0,52,0.827,0.019,0.038,0.096,0.019,0.0,0.154,0.557,0.413,0,0,1,278735_2302,0.942
11918,8864,8864,587727227840626763,00:27:44.38,-08:52:46.6,46,0.913,0.0,0.0,0.043,0.043,0.0,0.043,0.857,0.096,0,0,1,278737_4411,0.999
11919,8867,8867,587727180600049767,00:28:35.26,-09:07:22.7,28,0.893,0.0,0.0,0.036,0.071,0.0,0.036,0.876,0.052,0,1,0,278738_0,1.0
11920,8885,8885,587727180600442990,00:32:21.39,-09:00:22.3,28,0.857,0.0,0.0,0.071,0.071,0.0,0.071,0.512,0.318,0,0,1,278741_2628,0.999
11921,8898,8898,587727227841282182,00:33:57.90,-08:53:56.0,56,0.857,0.018,0.018,0.071,0.036,0.0,0.107,0.445,0.462,0,0,1,278743_5010,0.964
11922,8906,8906,587727180600836147,00:35:43.52,-09:03:42.4,63,0.968,0.0,0.032,0.0,0.0,0.0,0.032,0.929,0.071,0,1,0,278745_1008,0.968
11923,8925,8925,587727180601098312,00:38:34.24,-09:06:46.3,61,0.934,0.0,0.0,0.016,0.049,0.0,0.016,0.934,0.016,0,1,0,278748_181,0.999
11924,8928,8928,587727227841806437,00:38:53.55,-08:55:01.7,68,0.809,0.029,0.015,0.103,0.044,0.0,0.147,0.702,0.25,0,0,1,278748_4073,0.956
11925,8930,8930,587727180601294949,00:40:04.89,-09:03:02.6,35,0.914,0.0,0.029,0.029,0.029,0.0,0.057,0.869,0.101,0,1,0,278749_1332,0.972
11926,8936,8936,587727180601425997,00:41:12.93,-09:02:17.3,36,0.833,0.028,0.0,0.028,0.111,0.0,0.056,0.829,0.06,0,0,1,278750_1660,0.972
11927,8942,8942,587727180601360443,00:40:43.54,-08:57:27.3,23,0.826,0.0,0.043,0.043,0.087,0.0,0.087,0.819,0.094,0,0,1,278750_3100,0.956
11928,8943,8943,587727180601360471,00:40:58.13,-08:56:47.5,36,0.806,0.0,0.028,0.111,0.056,0.0,0.139,0.627,0.303,0,0,1,278750_3299,0.973
11929,8953,8953,587727180601426026,00:41:30.74,-09:02:14.9,45,0.889,0.0,0.044,0.022,0.022,0.022,0.067,0.806,0.145,0,0,1,278751_1772,0.955
11930,8955,8955,587727180601426040,00:41:34.91,-09:00:47.2,30,0.867,0.0,0.0,0.067,0.033,0.033,0.067,0.747,0.172,0,0,1,278751_2249,1.0
11931,8956,8956,587727180601491542,00:42:02.31,-09:00:46.5,23,0.826,0.13,0.0,0.043,0.0,0.0,0.174,0.512,0.488,0,0,1,278751_2280,0.869
11932,8967,8967,587727180601622589,00:43:24.51,-09:01:19.4,46,0.87,0.0,0.043,0.043,0.0,0.043,0.087,0.782,0.17,0,0,1,278752_1969,0.956
11933,8971,8971,587727180601557074,00:42:42.26,-08:55:28.1,57,0.86,0.035,0.035,0.053,0.018,0.0,0.123,0.819,0.163,0,0,1,278752_3855,0.931
11934,9002,9002,587727227305918598,00:48:07.94,-09:05:37.1,48,0.833,0.021,0.0,0.042,0.104,0.0,0.062,0.739,0.142,0,0,1,278757_617,0.979
11935,9003,9003,587727180602146891,00:48:01.46,-09:04:34.0,40,0.925,0.0,0.0,0.05,0.025,0.0,0.05,0.79,0.176,0,0,1,278757_989,1.0
11936,9006,9006,587727180602343544,00:49:52.68,-09:00:58.9,30,0.967,0.0,0.0,0.033,0.0,0.0,0.033,0.905,0.095,1,0,0,278759_1840,1.0
11937,9008,9008,587727180602409063,00:50:18.70,-08:59:15.5,30,0.867,0.0,0.0,0.0,0.133,0.0,0.0,0.867,0.0,0,1,0,278759_2400,1.0
11938,9009,9009,587727180602409065,00:50:20.37,-08:57:57.2,31,0.839,0.0,0.065,0.032,0.065,0.0,0.097,0.656,0.256,0,0,1,278759_2845,0.936
11939,9017,9017,587727180602474580,00:50:56.05,-08:58:58.4,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278760_2471,1.0
11940,9023,9023,587727180602540167,00:51:58.72,-09:01:06.7,33,0.879,0.0,0.0,0.091,0.03,0.0,0.091,0.867,0.103,0,1,0,278761_1698,1.0
11941,9026,9026,587727180602540112,00:51:43.11,-09:00:23.7,40,0.975,0.0,0.0,0.0,0.025,0.0,0.0,0.975,0.0,0,1,0,278761_2078,1.0
11942,9032,9032,587727180602736688,00:53:18.73,-08:52:37.8,30,0.833,0.0,0.0,0.067,0.1,0.0,0.067,0.609,0.226,0,0,1,278762_4245,1.0
11943,9039,9039,587727180602802276,00:54:17.41,-08:57:45.2,42,0.905,0.0,0.0,0.095,0.0,0.0,0.095,0.82,0.18,0,0,1,278763_3016,1.0
11944,9044,9044,587727180602933325,00:55:24.43,-08:54:03.5,42,0.857,0.0,0.048,0.048,0.024,0.024,0.095,0.857,0.095,0,1,0,278764_4286,0.953
11945,9047,9047,587727180602933352,00:55:40.56,-08:56:43.8,67,0.94,0.015,0.015,0.03,0.0,0.0,0.06,0.848,0.152,0,0,1,278765_2935,0.97
11946,9057,9057,587727180603129943,00:57:06.13,-08:54:08.6,55,0.873,0.0,0.018,0.036,0.055,0.018,0.055,0.845,0.081,0,1,0,278766_3765,0.982
11947,9059,9059,587727227306967144,00:57:26.47,-09:05:12.8,25,0.88,0.0,0.0,0.08,0.04,0.0,0.08,0.846,0.114,0,0,1,278766_566,1.0
11948,9072,9072,587727180603392055,00:59:27.75,-08:56:56.4,32,0.812,0.0,0.0,0.094,0.094,0.0,0.094,0.729,0.169,0,0,1,278768_3398,1.0
11949,9073,9073,587727180603392075,00:59:34.44,-08:55:33.1,67,0.925,0.015,0.0,0.06,0.0,0.0,0.075,0.76,0.24,0,0,1,278768_3888,0.985
11950,9074,9074,587727180603392098,00:59:39.22,-08:52:52.4,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278768_4703,1.0
11951,9087,9087,587727180603719735,01:02:25.25,-08:52:45.4,35,0.829,0.086,0.0,0.0,0.086,0.0,0.086,0.786,0.127,0,0,1,278771_3818,0.915
11952,9090,9090,587727227307556975,01:03:05.66,-09:06:51.6,29,0.862,0.034,0.0,0.103,0.0,0.0,0.138,0.833,0.167,0,0,1,278772_75,0.965
11953,9092,9092,587727227307688051,01:04:36.17,-09:00:30.0,32,0.844,0.0,0.0,0.062,0.094,0.0,0.062,0.741,0.149,0,0,1,278773_1698,1.0
11954,9093,9093,587727180603850759,01:03:47.82,-08:57:47.0,29,0.966,0.0,0.0,0.0,0.0,0.034,0.0,0.966,0.0,0,1,0,278773_2391,1.0
11955,9096,9096,587727180603916334,01:04:21.07,-08:55:10.1,51,0.882,0.0,0.0,0.039,0.078,0.0,0.039,0.851,0.069,0,0,1,278773_3173,0.999
11956,9097,9097,587727227307622544,01:03:51.70,-09:05:07.1,53,0.849,0.0,0.019,0.038,0.094,0.0,0.057,0.694,0.175,0,0,1,278773_665,0.981
11957,9100,9100,587727180603981888,01:05:22.39,-08:56:43.2,34,0.971,0.0,0.0,0.029,0.0,0.0,0.029,0.965,0.035,0,1,0,278774_2705,1.0
11958,9102,9102,587727227307819095,01:05:14.57,-09:05:39.6,30,0.867,0.0,0.033,0.033,0.067,0.0,0.067,0.774,0.15,0,0,1,278774_488,0.967
11959,9108,9108,587727227308015644,01:07:12.90,-08:58:38.4,61,0.869,0.0,0.0,0.049,0.049,0.033,0.049,0.842,0.074,0,0,1,278776_2372,1.0
11960,9109,9109,587727227308081208,01:08:08.05,-09:03:41.4,26,0.885,0.0,0.0,0.0,0.115,0.0,0.0,0.885,0.0,0,1,0,278777_1077,1.0
11961,9110,9110,587727227308146779,01:08:31.88,-09:02:07.5,52,0.827,0.038,0.077,0.058,0.0,0.0,0.173,0.814,0.186,0,0,1,278777_1567,0.885
11962,9116,9116,587727227308408883,01:10:46.19,-09:02:13.8,33,0.848,0.061,0.0,0.061,0.03,0.0,0.121,0.53,0.412,0,0,1,278779_1418,0.939
11963,9117,9117,587727227308343392,01:10:27.04,-09:07:29.6,21,0.81,0.0,0.0,0.143,0.048,0.0,0.143,0.705,0.243,0,0,1,278779_2,1.001
11964,9119,9119,587727227308408903,01:10:55.23,-09:03:14.7,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278780_1093,1.0
11965,9121,9121,587727227308474491,01:11:43.78,-09:00:23.3,21,0.81,0.0,0.0,0.095,0.095,0.0,0.095,0.694,0.196,0,0,1,278780_1951,1.0
11966,9123,9123,587727227308408889,01:10:49.79,-09:03:55.9,53,0.83,0.057,0.019,0.019,0.075,0.0,0.094,0.615,0.273,0,0,1,278780_949,0.924
11967,9127,9127,587727227308540002,01:12:20.82,-08:54:38.9,29,0.966,0.0,0.0,0.034,0.0,0.0,0.034,0.955,0.045,0,1,0,278781_3746,1.0
11968,9128,9128,587727227308671012,01:13:09.54,-09:03:50.9,31,0.839,0.0,0.0,0.065,0.097,0.0,0.065,0.812,0.09,0,0,1,278782_1364,1.001
11969,9129,9129,587727227308671031,01:13:22.89,-09:03:33.6,31,0.903,0.032,0.0,0.065,0.0,0.0,0.097,0.903,0.097,0,1,0,278782_1384,0.968
11970,9133,9133,587727227308671045,01:13:25.38,-08:56:59.0,65,0.892,0.0,0.0,0.062,0.046,0.0,0.062,0.845,0.107,0,0,1,278782_3773,1.0
11971,9151,9151,587727227309064291,01:16:51.89,-08:58:01.4,36,0.944,0.0,0.028,0.0,0.028,0.0,0.028,0.887,0.082,0,1,0,278786_2805,0.972
11972,9153,9153,587727180068421724,01:17:06.79,-09:04:48.2,67,0.851,0.0,0.0,0.045,0.06,0.045,0.045,0.851,0.045,0,1,0,278786_759,1.001
11973,9156,9156,587727227309129853,01:17:54.20,-08:57:43.4,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,278787_2861,1.0
11974,9157,9157,587727227309195430,01:18:30.08,-08:54:45.3,60,0.883,0.033,0.0,0.05,0.033,0.0,0.083,0.836,0.129,0,0,1,278787_3776,0.966
11975,9160,9160,587727227309195392,01:18:24.57,-08:52:41.4,51,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.0,0,1,0,278787_4414,1.0
11976,9161,9161,587727227309260899,01:18:34.58,-08:52:39.5,63,0.968,0.0,0.0,0.032,0.0,0.0,0.032,0.942,0.058,0,1,0,278787_4481,1.0
11977,9173,9173,587727227309523028,01:21:05.79,-08:59:15.0,54,0.87,0.019,0.0,0.019,0.093,0.0,0.037,0.697,0.153,0,0,1,278790_2584,0.982
11978,9183,9183,587727180069077090,01:23:10.46,-09:05:25.8,59,0.881,0.0,0.051,0.017,0.051,0.0,0.068,0.648,0.262,0,0,1,278792_568,0.949
11979,9186,9186,587727180069208209,01:24:20.04,-09:01:46.6,24,0.917,0.0,0.0,0.042,0.042,0.0,0.042,0.916,0.042,0,1,0,278793_1572,1.001
11980,9190,9190,587727227309916287,01:24:59.52,-08:58:17.5,31,0.903,0.0,0.0,0.065,0.032,0.0,0.065,0.879,0.088,0,1,0,278794_2174,1.0
11981,9193,9193,587727227309916318,01:25:12.37,-08:55:24.0,25,0.92,0.0,0.04,0.0,0.0,0.04,0.04,0.92,0.04,0,1,0,278794_2786,0.96
11982,9195,9195,587727227309916313,01:25:07.30,-08:53:20.4,27,0.963,0.0,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0,1,0,278794_3433,1.0
11983,9198,9198,587727180069404725,01:26:13.98,-08:59:36.7,21,0.952,0.0,0.048,0.0,0.0,0.0,0.048,0.916,0.084,0,1,0,278795_1940,0.952
11984,9199,9199,587727180069404731,01:26:16.29,-08:58:20.3,34,0.824,0.0,0.0,0.088,0.088,0.0,0.088,0.533,0.303,0,0,1,278795_2275,1.0
11985,9209,9209,587727180069863557,01:30:34.42,-09:02:46.8,27,0.815,0.0,0.0,0.074,0.074,0.037,0.074,0.664,0.192,0,0,1,278799_1559,1.0
11986,9217,9217,587727180070125725,01:33:09.42,-08:58:48.1,29,0.828,0.0,0.0,0.034,0.138,0.0,0.034,0.827,0.035,0,0,1,278802_2328,1.0
11987,9219,9219,587727180070256712,01:34:05.30,-08:54:12.2,55,0.945,0.0,0.0,0.018,0.0,0.036,0.018,0.942,0.022,0,1,0,278803_7110,0.999
11988,9231,9231,587727180070584384,01:36:58.82,-08:57:01.9,32,0.812,0.031,0.0,0.062,0.094,0.0,0.094,0.79,0.115,0,0,1,278805_5596,0.968
11989,9232,9232,587727180070518926,01:36:52.74,-08:56:23.2,69,0.826,0.029,0.058,0.072,0.0,0.014,0.159,0.661,0.321,0,0,1,278805_5854,0.912
11990,9235,9235,587727231058903168,01:37:15.09,-09:05:30.2,58,0.879,0.017,0.0,0.034,0.069,0.0,0.052,0.778,0.14,0,1,0,278806_1070,0.982
11991,9240,9240,587727231058903253,01:37:37.68,-09:02:55.8,26,0.846,0.0,0.0,0.154,0.0,0.0,0.154,0.476,0.524,1,0,0,278806_2325,1.0
11992,9242,9242,587727180070649903,01:37:59.89,-09:00:25.9,25,0.96,0.0,0.0,0.04,0.0,0.0,0.04,0.948,0.052,0,1,0,278806_3480,1.0
11993,9248,9248,587727180070649974,01:37:45.29,-08:57:44.5,35,0.943,0.029,0.0,0.0,0.029,0.0,0.029,0.799,0.153,0,0,1,278806_5139,0.972
11994,9253,9253,587727231058903205,01:37:23.33,-09:05:58.7,27,0.963,0.0,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0,1,0,278806_622,1.0
11995,9256,9256,587727231058968663,01:37:51.93,-09:05:47.6,28,0.857,0.036,0.0,0.071,0.0,0.036,0.107,0.854,0.11,0,0,1,278806_923,0.964
11996,9259,9259,587727180070715469,01:38:22.28,-08:58:31.4,25,0.84,0.04,0.0,0.12,0.0,0.0,0.16,0.744,0.256,0,0,1,278807_4007,0.96
11997,9266,9266,587727231059165268,01:39:53.09,-09:06:20.2,33,0.818,0.0,0.0,0.121,0.061,0.0,0.121,0.767,0.171,0,0,1,278808_570,1.0
11998,9269,9269,587727180070912047,01:40:05.56,-08:53:10.8,25,0.84,0.0,0.0,0.04,0.12,0.0,0.04,0.777,0.092,0,0,1,278808_7348,1.0
11999,9270,9270,587727231059230833,01:40:22.03,-09:03:22.5,42,0.833,0.024,0.0,0.071,0.071,0.0,0.095,0.555,0.318,0,1,0,278809_1963,0.975
12000,9271,9271,587727231059296332,01:40:42.43,-09:03:11.3,32,0.812,0.0,0.0,0.094,0.094,0.0,0.094,0.597,0.264,0,0,1,278809_1990,1.0
12001,9273,9273,587727231059296335,01:40:42.73,-09:00:42.0,30,0.867,0.033,0.0,0.067,0.033,0.0,0.1,0.448,0.461,0,0,1,278809_3248,0.967
12002,9274,9274,587727231059296362,01:40:50.46,-08:58:54.7,28,0.893,0.036,0.0,0.036,0.036,0.0,0.071,0.878,0.087,0,1,0,278809_3861,0.965
12003,9277,9277,587727231059361972,01:41:50.79,-09:04:40.7,33,0.939,0.0,0.03,0.0,0.03,0.0,0.03,0.923,0.046,0,1,0,278810_1211,0.969
12004,9278,9278,587727231059361901,01:41:54.46,-09:03:31.4,51,0.843,0.0,0.0,0.02,0.078,0.059,0.02,0.82,0.039,0,0,1,278810_1675,1.0
12005,9282,9282,587727180071043156,01:41:47.55,-08:56:16.2,55,0.873,0.018,0.018,0.036,0.055,0.0,0.073,0.854,0.091,0,0,1,278810_4837,0.964
12006,9289,9289,587727231059624048,01:44:06.59,-09:04:46.3,35,0.829,0.029,0.029,0.114,0.0,0.0,0.171,0.573,0.427,1,0,0,278812_1133,0.943
12007,9291,9291,587727231059624044,01:44:05.56,-09:02:20.7,23,0.913,0.0,0.043,0.043,0.0,0.0,0.087,0.891,0.109,0,0,1,278812_2087,0.956
12008,9295,9295,587727231059558559,01:43:34.37,-09:00:13.7,68,0.956,0.0,0.015,0.015,0.015,0.0,0.029,0.93,0.055,0,0,1,278812_2881,0.986
12009,9297,9297,587727231059558536,01:43:29.67,-09:00:41.3,36,0.889,0.028,0.0,0.056,0.0,0.028,0.083,0.728,0.235,0,0,1,278812_2968,0.973
12010,9298,9298,587727231059558434,01:43:12.50,-09:00:11.8,46,0.913,0.0,0.022,0.043,0.022,0.0,0.065,0.913,0.065,0,1,0,278812_3116,0.978
12011,9303,9303,587727180071305308,01:43:49.52,-08:54:02.0,58,0.828,0.017,0.017,0.069,0.069,0.0,0.103,0.785,0.145,0,1,0,278812_6069,0.966
