Unnamed: 0,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,dr8_id
19466,587727213342557114,20:46:25.47,-06:22:34.7,33,0.091,0.818,0.03,0.03,0.03,0.0,0.879,0.012,0.955,1,0,0,294227_7571
19480,587727213343015453,20:50:21.12,-06:22:39.2,24,0.042,0.958,0.0,0.0,0.0,0.0,0.958,0.015,0.985,1,0,0,294231_6224
19520,587727213881262622,21:03:18.45,-06:31:53.0,22,0.091,0.864,0.0,0.045,0.0,0.0,0.909,0.036,0.964,1,0,0,294244_2061
19531,587727213881458801,21:04:55.20,-06:26:08.5,37,0.0,0.973,0.0,0.027,0.0,0.0,1.0,0.0,1.0,1,0,0,294245_4166
19565,587726878875713563,21:11:55.17,-06:35:02.7,31,0.097,0.839,0.0,0.065,0.0,0.0,0.903,0.052,0.948,1,0,0,294252_866
19633,587727214957756512,21:28:39.47,-06:30:40.1,54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,294269_2531
19729,587724242304565362,03:25:11.58,-06:10:51.5,31,0.0,0.968,0.032,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,294624_3275
19760,587724241768612026,03:33:40.70,-06:21:23.6,36,0.0,0.889,0.083,0.028,0.0,0.0,1.0,0.0,1.0,1,0,0,294632_332
19799,587727179547607172,03:44:40.62,-06:17:09.1,32,0.0,0.938,0.0,0.031,0.0,0.031,0.969,0.0,0.969,1,0,0,294643_1910
19805,587724241233182953,03:47:09.13,-06:17:39.6,33,0.0,0.879,0.0,0.121,0.0,0.0,1.0,0.0,1.0,1,0,0,294645_1416
19844,587727179011850343,03:55:04.75,-06:13:16.9,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,294653_3813
19853,587727179012112557,03:57:38.65,-06:16:28.8,58,0.017,0.983,0.0,0.0,0.0,0.0,0.983,0.017,0.983,1,0,0,294656_1994
19925,587726877798236725,20:37:55.29,-06:18:00.2,28,0.036,0.893,0.0,0.071,0.0,0.0,0.964,0.036,0.964,1,0,0,295651_2245
19957,587727213342491479,20:45:44.81,-06:18:09.5,54,0.0,0.981,0.0,0.0,0.019,0.0,0.981,0.0,0.981,1,0,0,295658_2256
19974,587726878336286792,20:48:32.67,-06:09:33.6,25,0.04,0.84,0.0,0.0,0.0,0.12,0.84,0.01,0.867,1,0,0,295661_6157
19988,587726878336746171,20:52:58.06,-06:20:37.1,71,0.0,0.972,0.028,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,295666_900
20204,587724241769267452,03:39:19.26,-06:06:06.9,62,0.065,0.839,0.0,0.097,0.0,0.0,0.935,0.011,0.989,1,0,0,296070_479
20209,587724241769398468,03:40:45.10,-06:05:22.2,32,0.031,0.969,0.0,0.0,0.0,0.0,0.969,0.018,0.982,1,0,0,296071_595
20375,587727213341507747,20:36:35.99,-05:58:24.6,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,297083_3954
20410,587726878335959758,20:45:43.32,-06:06:06.6,24,0.0,0.917,0.0,0.042,0.0,0.042,0.958,0.0,0.958,1,0,0,297092_671
20467,587726879411995112,21:06:51.67,-06:02:01.0,62,0.016,0.968,0.0,0.016,0.0,0.0,0.984,0.007,0.993,1,0,0,297113_1794
20568,587724242841501700,03:25:01.68,-05:44:44.9,57,0.0,0.842,0.018,0.14,0.0,0.0,1.0,0.0,1.0,1,0,0,297490_2333
20768,587727213878903429,20:41:28.16,-05:47:05.1,40,0.025,0.925,0.0,0.05,0.0,0.0,0.975,0.025,0.975,1,0,0,298522_2585
20792,587726878873092778,20:48:13.52,-05:47:41.8,30,0.0,0.9,0.033,0.0,0.0,0.067,0.933,0.0,0.933,1,0,0,298529_2297
20809,587727214416953420,20:52:26.03,-05:46:20.3,27,0.037,0.889,0.037,0.037,0.0,0.0,0.963,0.037,0.963,1,0,0,298533_2817
20812,587727214416953538,20:52:35.43,-05:42:40.1,32,0.156,0.844,0.0,0.0,0.0,0.0,0.844,0.156,0.844,1,0,0,298533_4360
20904,587726879949586722,21:13:46.67,-05:49:01.4,31,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,298554_1140
21166,587727214954480268,20:59:02.04,-05:27:55.8,53,0.038,0.887,0.019,0.019,0.0,0.038,0.925,0.004,0.957,1,0,0,299973_4437
21190,587727214955069603,21:04:10.23,-05:36:49.0,35,0.0,0.886,0.029,0.0,0.0,0.086,0.914,0.0,0.914,1,0,0,299978_432
21199,587727214955201099,21:05:42.80,-05:36:05.5,30,0.0,0.933,0.0,0.033,0.0,0.033,0.967,0.0,0.967,1,0,0,299980_467
21501,587727180622463170,03:54:34.98,-04:59:16.0,47,0.064,0.894,0.043,0.0,0.0,0.0,0.936,0.064,0.936,1,0,0,301823_2695
21521,587724242308300842,03:58:45.90,-05:02:39.0,36,0.028,0.972,0.0,0.0,0.0,0.0,0.972,0.011,0.989,1,0,0,301828_1209
21584,587727214952842107,20:44:01.06,-05:03:40.1,25,0.0,0.88,0.04,0.04,0.04,0.0,0.96,0.0,0.96,1,0,0,302830_1852
21668,587727180087296098,04:10:23.59,-04:47:09.4,28,0.0,0.929,0.036,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,303275_1992
21778,587725039015100491,11:31:38.14,-03:38:51.8,33,0.0,0.97,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,309464_4368
21823,587725039017197738,11:51:11.35,-03:40:10.1,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,309484_4031
21888,587725039020146853,12:18:18.19,-03:41:09.8,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,309511_3920
21902,587725039021195377,12:27:38.22,-03:39:02.8,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,309520_4626
21909,587725039021457506,12:29:54.92,-03:40:57.7,76,0.013,0.974,0.0,0.013,0.0,0.0,0.987,0.008,0.992,1,0,0,309522_3489
21913,587725039021523048,12:30:29.24,-03:40:38.1,25,0.04,0.92,0.04,0.0,0.0,0.0,0.96,0.03,0.97,1,0,0,309523_3610
22034,587724648180875463,11:37:36.40,-03:25:07.7,62,0.081,0.855,0.0,0.032,0.016,0.016,0.887,0.012,0.954,1,0,0,310908_4556
22116,587724648182120707,11:49:26.17,-03:24:50.8,49,0.061,0.898,0.0,0.02,0.02,0.0,0.918,0.024,0.955,1,0,0,310920_4340
22160,587725039017787490,11:56:14.53,-03:36:37.9,30,0.033,0.933,0.0,0.033,0.0,0.0,0.967,0.031,0.969,1,0,0,310927_292
22196,587724648184283254,12:08:56.53,-03:24:35.6,57,0.088,0.825,0.0,0.07,0.0,0.018,0.895,0.03,0.952,1,0,0,310939_4837
22222,587724648184938507,12:14:51.24,-03:29:22.2,32,0.062,0.875,0.031,0.031,0.0,0.0,0.938,0.055,0.945,1,0,0,310945_3154
22234,587724648185135182,12:16:44.08,-03:25:49.0,34,0.0,0.941,0.059,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,310947_4543
22335,587724648188215315,12:44:58.22,-03:23:47.5,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,310975_5071
22364,587724648188674179,12:49:19.73,-03:24:20.0,63,0.032,0.81,0.032,0.095,0.016,0.016,0.937,0.023,0.945,1,0,0,310980_4071
22373,587725039023882386,12:52:18.11,-03:36:34.6,27,0.074,0.926,0.0,0.0,0.0,0.0,0.926,0.029,0.971,1,0,0,310983_231
22534,587725039027224738,13:22:44.51,-03:32:18.6,62,0.065,0.903,0.0,0.032,0.0,0.0,0.935,0.065,0.935,1,0,0,311013_1647
22607,587729772070371467,13:34:32.21,-03:25:59.1,64,0.016,0.922,0.016,0.031,0.0,0.016,0.969,0.004,0.98,1,0,0,311025_4080
22638,587729776365994174,13:36:29.61,-03:23:07.7,34,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,311027_4765
22714,587724648180416668,11:33:56.70,-03:22:29.3,50,0.0,0.9,0.04,0.0,0.02,0.04,0.94,0.0,0.94,1,0,0,312342_15
22916,587725039556034682,12:08:59.31,-03:19:48.2,18,0.056,0.944,0.0,0.0,0.0,0.0,0.944,0.019,0.981,1,0,0,312377_990
22926,587725039556296812,12:11:26.83,-03:09:02.4,33,0.03,0.818,0.0,0.0,0.03,0.121,0.818,0.025,0.823,1,0,0,312380_4106
22941,587725039556559004,12:14:09.45,-03:17:00.2,62,0.0,0.984,0.016,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,312383_1997
23011,587725039558197379,12:28:47.77,-03:13:39.5,30,0.067,0.9,0.0,0.033,0.0,0.0,0.933,0.021,0.979,1,0,0,312397_3134
23017,587725039558263024,12:29:47.52,-03:07:49.2,63,0.095,0.81,0.016,0.063,0.016,0.0,0.889,0.044,0.939,1,0,0,312398_5063
23053,587724648187494529,12:38:15.93,-03:20:09.1,66,0.015,0.955,0.0,0.0,0.015,0.015,0.955,0.015,0.955,1,0,0,312407_1025
23156,587725039561474253,12:59:05.03,-03:08:44.8,37,0.027,0.919,0.027,0.027,0.0,0.0,0.973,0.027,0.973,1,0,0,312428_4689
23291,587729776364814348,13:25:31.22,-03:22:25.7,34,0.029,0.824,0.0,0.147,0.0,0.0,0.971,0.025,0.975,1,0,0,312454_45
23484,587729776369533131,14:09:09.84,-03:12:48.9,58,0.017,0.914,0.0,0.052,0.0,0.017,0.966,0.017,0.966,1,0,0,312497_3283
23549,587724648716828817,11:29:26.03,-03:00:13.8,32,0.0,0.938,0.0,0.031,0.031,0.0,0.969,0.0,0.969,1,0,0,313777_2440
23558,587724648717156590,11:32:42.10,-03:00:38.8,29,0.034,0.931,0.0,0.0,0.0,0.034,0.931,0.034,0.931,1,0,0,313780_2350
23624,587724648718139563,11:41:21.84,-03:03:13.5,45,0.022,0.933,0.022,0.022,0.0,0.0,0.978,0.014,0.986,1,0,0,313789_1253
23626,587724648718139602,11:41:29.27,-03:01:38.8,56,0.0,0.839,0.018,0.018,0.0,0.125,0.875,0.0,0.875,1,0,0,313789_1774
23683,587724648718926016,11:48:52.48,-03:06:12.8,65,0.015,0.923,0.031,0.031,0.0,0.0,0.985,0.011,0.989,1,0,0,313796_281
23684,587724648718926078,11:48:53.29,-02:57:55.3,32,0.031,0.938,0.031,0.0,0.0,0.0,0.969,0.008,0.992,1,0,0,313796_2876
23687,587724648718860539,11:48:12.92,-02:55:33.2,63,0.127,0.81,0.0,0.063,0.0,0.0,0.873,0.025,0.975,1,0,0,313796_3488
23698,587724648719122726,11:50:38.10,-03:00:04.7,35,0.0,0.971,0.029,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,313798_2486
23735,587724648719515782,11:53:50.85,-02:58:16.5,29,0.034,0.966,0.0,0.0,0.0,0.0,0.966,0.034,0.966,1,0,0,313801_2804
23740,587725039554330788,11:53:49.65,-03:07:10.3,46,0.0,0.978,0.0,0.0,0.0,0.022,0.978,0.0,0.978,1,0,0,313801_86
23773,587724648720826514,12:05:47.69,-02:59:55.5,43,0.116,0.837,0.0,0.047,0.0,0.0,0.884,0.068,0.932,1,0,0,313813_2778
23958,587724648725020803,12:44:28.12,-03:00:18.9,46,0.0,0.978,0.022,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,313852_2264
23975,587724648725348468,12:47:20.58,-02:54:38.6,40,0.05,0.825,0.025,0.075,0.0,0.025,0.925,0.013,0.961,1,0,0,313855_4333
24142,587729776901554428,13:24:38.41,-02:59:44.1,46,0.065,0.848,0.022,0.043,0.0,0.022,0.913,0.025,0.952,1,0,0,313892_2279
24179,587729776902209721,13:30:23.80,-02:54:15.7,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,313898_4404
24245,587729776903258310,13:40:07.50,-02:52:54.7,32,0.031,0.938,0.0,0.031,0.0,0.0,0.969,0.023,0.977,1,0,0,313908_4709
24277,587729776903979253,13:46:22.15,-02:52:38.1,24,0.0,0.958,0.0,0.0,0.0,0.042,0.958,0.0,0.958,1,0,0,313914_5194
24305,587729772609667238,13:56:37.24,-02:59:00.6,27,0.0,0.963,0.0,0.037,0.0,0.0,1.0,0.0,1.0,1,0,0,313924_3101
24324,587729772609994943,13:59:45.27,-03:05:18.8,34,0.0,0.941,0.059,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,313927_605
24444,587729776371368115,14:25:33.99,-03:01:31.8,30,0.0,0.967,0.033,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,313953_1664
24481,587729776372220194,14:33:23.64,-02:59:48.2,28,0.0,0.929,0.0,0.036,0.0,0.036,0.964,0.0,0.964,1,0,0,313961_2357
24504,587729776373268683,14:43:01.56,-02:58:46.1,35,0.029,0.971,0.0,0.0,0.0,0.0,0.971,0.022,0.978,1,0,0,313971_3982
24531,587725040087990329,11:23:53.43,-02:42:38.5,50,0.02,0.82,0.02,0.1,0.0,0.04,0.94,0.017,0.943,1,0,0,315211_2910
24568,587725040089235662,11:35:45.81,-02:45:49.6,30,0.0,0.933,0.0,0.0,0.0,0.067,0.933,0.0,0.933,1,0,0,315223_1991
24585,587725040089301085,11:36:22.74,-02:49:28.2,31,0.065,0.871,0.065,0.0,0.0,0.0,0.935,0.065,0.935,1,0,0,315224_631
24681,587725040090939486,11:50:52.69,-02:48:16.7,22,0.0,0.955,0.045,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,315238_1222
24705,587725040091136092,11:52:44.42,-02:48:26.9,54,0.093,0.852,0.037,0.019,0.0,0.0,0.907,0.043,0.957,1,0,0,315240_1285
24725,587725040091332791,11:54:51.74,-02:49:14.1,27,0.074,0.815,0.0,0.074,0.0,0.037,0.889,0.016,0.945,1,0,0,315242_1089
24761,587725040092053716,12:01:33.51,-02:51:29.5,24,0.083,0.917,0.0,0.0,0.0,0.0,0.917,0.028,0.972,1,0,0,315249_295
24836,587725040094150927,12:20:40.73,-02:45:47.3,19,0.0,0.842,0.0,0.158,0.0,0.0,1.0,0.0,1.0,1,0,0,315268_1974
24876,587725040095199432,12:30:21.58,-02:43:32.0,39,0.026,0.821,0.0,0.154,0.0,0.0,0.974,0.008,0.992,1,0,0,315278_2613
24949,587725040097034444,12:47:11.27,-02:52:15.1,32,0.0,0.906,0.0,0.031,0.062,0.0,0.938,0.0,0.938,1,0,0,315295_32
24990,587725040097951920,12:55:29.54,-02:44:16.2,31,0.032,0.903,0.0,0.032,0.0,0.032,0.935,0.017,0.95,1,0,0,315303_3080
25066,587725040099328108,13:07:38.93,-02:47:34.2,72,0.042,0.958,0.0,0.0,0.0,0.0,0.958,0.011,0.989,1,0,0,315315_1685
25118,587724648728690896,13:18:18.08,-02:51:29.6,52,0.019,0.962,0.0,0.0,0.0,0.019,0.962,0.019,0.962,1,0,0,315326_230
25234,587729773144441091,13:37:43.55,-02:45:10.8,32,0.0,0.938,0.062,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,315345_2009
25238,587729773144441036,13:37:29.16,-02:38:31.1,36,0.139,0.833,0.0,0.028,0.0,0.0,0.861,0.104,0.896,1,0,0,315345_4034
25513,587729776908697820,14:29:46.48,-02:41:12.0,37,0.027,0.946,0.0,0.0,0.027,0.0,0.946,0.021,0.952,1,0,0,315397_3738
25552,587729970177442097,14:39:27.90,-02:42:58.6,65,0.015,0.969,0.0,0.0,0.015,0.0,0.969,0.002,0.983,1,0,0,315407_3324
25602,587729970178687051,14:50:49.03,-02:41:25.0,25,0.0,0.84,0.04,0.08,0.0,0.04,0.96,0.0,0.96,1,0,0,315418_4113
25625,587729970179342481,14:56:29.18,-02:38:33.4,52,0.038,0.904,0.038,0.0,0.019,0.0,0.942,0.011,0.97,1,0,0,315424_4702
25737,587724649254223913,11:34:23.33,-02:31:45.6,30,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316662_1296
25742,587724649254420681,11:36:10.77,-02:31:40.6,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316664_1517
25746,587724649254420690,11:36:11.80,-02:34:36.4,32,0.0,0.938,0.031,0.0,0.0,0.031,0.969,0.0,0.969,1,0,0,316664_739
25773,587724649255272543,11:44:03.93,-02:33:30.2,33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316672_1085
25774,587724649255338079,11:44:30.90,-02:33:01.0,52,0.038,0.865,0.019,0.058,0.019,0.0,0.942,0.018,0.962,1,0,0,316672_1369
25841,587724649255993538,11:50:32.04,-02:37:10.6,69,0.058,0.928,0.014,0.0,0.0,0.0,0.942,0.022,0.978,1,0,0,316678_46
26041,587724649261301882,12:39:06.27,-02:30:29.5,54,0.019,0.944,0.037,0.0,0.0,0.0,0.981,0.019,0.981,1,0,0,316727_2151
26044,587725040633053283,12:39:18.14,-02:26:22.4,34,0.0,0.941,0.029,0.0,0.0,0.029,0.971,0.0,0.971,1,0,0,316727_3445
26051,587724649261432996,12:40:18.37,-02:34:40.8,22,0.0,0.818,0.0,0.0,0.045,0.136,0.818,0.0,0.818,1,0,0,316728_938
26064,587724649261760541,12:43:12.23,-02:30:03.2,35,0.0,0.971,0.0,0.0,0.0,0.029,0.971,0.0,0.971,1,0,0,316731_1990
26103,587724649262481585,12:50:02.21,-02:31:54.5,52,0.019,0.942,0.0,0.019,0.0,0.019,0.962,0.007,0.974,1,0,0,316738_2021
26108,587725040634298515,12:50:18.05,-02:24:08.5,68,0.088,0.853,0.0,0.044,0.015,0.0,0.897,0.024,0.96,1,0,0,316738_4841
26122,587724649262809246,12:52:59.08,-02:28:44.2,29,0.069,0.931,0.0,0.0,0.0,0.0,0.931,0.069,0.931,1,0,0,316740_2968
26134,587724649263005871,12:54:31.46,-02:30:29.4,67,0.015,0.836,0.015,0.015,0.03,0.09,0.866,0.005,0.875,1,0,0,316742_2214
26357,587729777439473775,13:34:20.20,-02:33:13.0,56,0.054,0.911,0.018,0.0,0.0,0.018,0.929,0.054,0.929,1,0,0,316782_1630
26373,587729777439604933,13:35:16.80,-02:33:25.2,29,0.034,0.897,0.0,0.0,0.069,0.0,0.897,0.015,0.915,1,0,0,316783_542
26487,587729777441964213,13:57:06.47,-02:23:41.8,33,0.0,0.909,0.03,0.03,0.03,0.0,0.97,0.0,0.97,1,0,0,316805_4844
26746,587729970715623662,14:51:37.11,-02:23:26.8,33,0.0,0.97,0.03,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316859_5271
26789,587729970180063305,15:03:20.11,-02:31:46.2,53,0.0,0.943,0.057,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316871_2233
26817,587729970180587867,15:08:15.88,-02:30:18.8,25,0.0,0.96,0.04,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,316876_2378
26886,587729776377332010,15:19:59.93,-02:37:07.9,59,0.017,0.932,0.0,0.034,0.0,0.017,0.966,0.002,0.98,1,0,0,316887_110
27036,587724649792340018,11:45:34.62,-02:11:26.3,53,0.038,0.849,0.019,0.057,0.038,0.0,0.925,0.016,0.946,1,0,0,318113_4138
27057,587724649792667829,11:48:55.90,-02:14:47.9,27,0.111,0.815,0.037,0.037,0.0,0.0,0.889,0.026,0.974,1,0,0,318116_2518
27061,587725040627613830,11:49:09.36,-02:18:28.4,58,0.0,0.966,0.017,0.0,0.0,0.017,0.983,0.0,0.983,1,0,0,318117_1336
27116,587724649793716359,11:58:23.78,-02:16:38.5,25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,318126_2048
27129,587725040628859010,12:00:42.55,-02:22:03.1,37,0.0,0.973,0.0,0.027,0.0,0.0,1.0,0.0,1.0,1,0,0,318128_50
27150,587724649794764948,12:07:44.95,-02:08:24.0,29,0.034,0.931,0.0,0.034,0.0,0.0,0.966,0.029,0.971,1,0,0,318135_5396
27323,587724649799483512,12:50:55.53,-02:13:45.4,51,0.039,0.843,0.059,0.039,0.02,0.0,0.941,0.018,0.962,1,0,0,318178_3497
27385,587725040635543724,13:01:51.58,-02:21:13.4,34,0.029,0.971,0.0,0.0,0.0,0.0,0.971,0.029,0.971,1,0,0,318189_494
27605,587729773681574117,13:39:39.48,-02:15:01.9,28,0.071,0.821,0.036,0.071,0.0,0.0,0.929,0.033,0.967,1,0,0,318227_2625
27659,587729777441439860,13:51:43.81,-02:21:13.3,62,0.0,0.968,0.032,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,318239_446
27720,587729777443078238,14:06:45.31,-02:19:48.9,36,0.056,0.806,0.083,0.028,0.0,0.028,0.917,0.012,0.959,1,0,0,318254_863
27775,587729777444651093,14:21:25.08,-02:14:39.7,37,0.027,0.919,0.0,0.027,0.027,0.0,0.946,0.019,0.954,1,0,0,318269_2656
27793,587729777445110030,14:25:49.87,-02:20:02.3,53,0.057,0.906,0.019,0.019,0.0,0.0,0.943,0.056,0.944,1,0,0,318273_676
27804,587729777445306532,14:27:11.81,-02:15:44.7,24,0.0,0.917,0.083,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,318275_2562
27891,587729970715099251,14:46:27.50,-02:18:01.7,50,0.12,0.86,0.0,0.02,0.0,0.0,0.88,0.022,0.978,1,0,0,318294_1885
27918,587729970715623627,14:51:27.56,-02:19:54.9,33,0.0,0.939,0.03,0.0,0.0,0.03,0.97,0.0,0.97,1,0,0,318299_1663
27939,587729970716606697,15:00:15.81,-02:18:29.3,58,0.121,0.81,0.017,0.017,0.034,0.0,0.845,0.022,0.94,1,0,0,318308_1451
27953,587729970716803382,15:02:19.80,-02:17:52.6,31,0.032,0.871,0.0,0.032,0.0,0.065,0.903,0.009,0.925,1,0,0,318310_1665
27958,587729970716934365,15:03:09.41,-02:12:17.3,29,0.034,0.966,0.0,0.0,0.0,0.0,0.966,0.034,0.966,1,0,0,318311_3774
28086,587729776915120272,15:28:16.52,-02:12:32.7,32,0.031,0.844,0.0,0.031,0.0,0.094,0.875,0.006,0.899,1,0,0,318336_1844
28216,587725041161994328,11:26:25.87,-01:52:40.8,44,0.0,0.977,0.0,0.0,0.0,0.023,0.977,0.0,0.977,1,0,0,319534_4338
28350,587724649792930030,11:51:11.98,-02:05:31.9,21,0.0,0.952,0.0,0.0,0.0,0.048,0.952,0.0,0.952,1,0,0,319559_732
28416,587725041166188667,12:05:01.06,-01:59:03.6,25,0.04,0.88,0.0,0.08,0.0,0.0,0.96,0.018,0.982,1,0,0,319573_3542
60,587727177915039886,00:22:50.29,-11:11:33.5,26,0.0,0.038,0.923,0.038,0.0,0.0,1.0,0.0,1.0,1,0,0,265966_3828
97,587727177917202487,00:42:48.27,-11:10:38.9,39,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,265986_3371
176,587727225154175108,00:08:34.30,-10:56:57.5,49,0.0,0.061,0.816,0.041,0.02,0.061,0.918,0.0,0.918,1,0,0,267366_3095
190,587727225154502764,00:11:14.38,-11:01:59.0,53,0.0,0.0,0.962,0.0,0.0,0.038,0.962,0.0,0.962,1,0,0,267369_1727
235,587727225155354652,00:19:20.84,-10:56:38.8,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,267377_2799
282,587727225156730966,00:31:56.77,-11:00:56.9,55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,267389_1846
326,587727225157648439,00:40:40.77,-10:55:29.8,27,0.037,0.0,0.852,0.111,0.0,0.0,0.963,0.023,0.977,1,0,0,267398_3331
392,587727225159024727,00:53:19.82,-10:54:03.0,27,0.074,0.0,0.852,0.0,0.0,0.074,0.852,0.016,0.906,1,0,0,267410_4161
477,587727177920675961,01:14:52.43,-10:56:39.7,49,0.061,0.02,0.918,0.0,0.0,0.0,0.939,0.061,0.939,1,0,0,267431_3443
507,587727177909010613,23:26:47.15,-10:54:24.9,30,0.1,0.0,0.833,0.067,0.0,0.0,0.9,0.047,0.953,1,0,0,268741_3669
607,587727177911894102,23:53:10.88,-11:02:03.1,25,0.0,0.0,0.88,0.04,0.04,0.04,0.92,0.0,0.92,1,0,0,268767_1741
608,587727225152602279,23:53:53.44,-10:58:55.3,55,0.036,0.0,0.945,0.018,0.0,0.0,0.964,0.023,0.977,1,0,0,268767_2547
617,587727177911828630,23:53:03.75,-11:04:55.0,31,0.0,0.0,0.968,0.032,0.0,0.0,1.0,0.0,1.0,1,0,0,268767_768
780,587727178452107412,00:24:30.75,-10:42:20.7,29,0.0,0.034,0.931,0.034,0.0,0.0,1.0,0.0,1.0,1,0,0,268798_3061
801,587727178452500610,00:28:22.62,-10:40:36.8,28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,268801_3826
936,587727225159090271,00:54:07.21,-10:50:30.9,55,0.0,0.0,0.964,0.036,0.0,0.0,1.0,0.0,1.0,1,0,0,268827_566
959,587727225159483518,00:58:05.08,-10:46:47.7,35,0.029,0.0,0.971,0.0,0.0,0.0,0.971,0.005,0.995,1,0,0,268831_1981
970,587727225159876688,01:01:27.45,-10:47:14.9,57,0.018,0.0,0.877,0.088,0.018,0.0,0.965,0.016,0.967,1,0,0,268834_1697
981,587727225160138847,01:04:00.42,-10:49:01.2,28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,268836_1329
1046,587727177920675978,01:15:04.71,-10:52:08.4,36,0.028,0.0,0.944,0.028,0.0,0.0,0.972,0.028,0.972,1,0,0,268847_69
1277,587727873696399432,23:41:12.04,-10:42:20.3,59,0.017,0.017,0.915,0.017,0.017,0.017,0.949,0.006,0.96,1,0,0,270171_3144
1291,587727178447847556,23:45:03.90,-10:38:01.8,17,0.0,0.0,0.882,0.059,0.0,0.059,0.941,0.0,0.941,1,0,0,270175_4860
1366,587727225153257575,23:59:49.36,-10:49:01.4,31,0.129,0.0,0.806,0.065,0.0,0.0,0.871,0.015,0.985,1,0,0,270189_997
1381,587727225690259639,00:01:06.37,-10:24:00.9,54,0.0,0.0,0.944,0.056,0.0,0.0,1.0,0.0,1.0,1,0,0,270191_4806
1450,587727225691963576,00:17:15.58,-10:31:22.1,24,0.083,0.0,0.875,0.042,0.0,0.0,0.917,0.022,0.978,1,0,0,270206_2177
1480,587727225692618869,00:23:02.80,-10:33:15.9,22,0.091,0.0,0.909,0.0,0.0,0.0,0.909,0.068,0.932,1,0,0,270212_1229
1556,587727225694388294,00:39:20.13,-10:28:55.5,31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,270228_2691
1591,587727178454335591,00:45:00.49,-10:34:36.3,27,0.0,0.0,0.815,0.185,0.0,0.0,1.0,0.0,1.0,1,0,0,270234_995
1620,587727225695764539,00:52:03.96,-10:27:26.7,37,0.027,0.0,0.946,0.027,0.0,0.0,0.973,0.006,0.994,1,0,0,270241_3433
1623,587727178455187483,00:53:04.77,-10:33:20.2,23,0.174,0.0,0.826,0.0,0.0,0.0,0.826,0.1,0.9,1,0,0,270242_1350
1638,587727178455449667,00:55:19.78,-10:32:27.5,39,0.077,0.0,0.821,0.103,0.0,0.0,0.923,0.05,0.95,1,0,0,270244_1510
1682,587727178456498248,01:05:17.07,-10:36:11.7,24,0.042,0.083,0.875,0.0,0.0,0.0,0.958,0.017,0.983,1,0,0,270254_381
1786,587727225162236011,01:23:41.34,-10:29:22.6,47,0.0,0.0,0.915,0.064,0.0,0.021,0.979,0.0,0.979,1,0,0,270272_2575
